Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_Interval_Low,Confidence_Interval_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),197.0,197.0,,,196.0,199.0,Overall,Overall,C2,T10,NH067,Crude,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),21.1,21.1,,,18.1,24.4,Age,75+,C2,T11,NH070,Crude,BOC03,AGE08,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),69.4,69.4,,,65.4,73.1,Age,20-24,C2,T15,NH803,Crude,BOC03,AGE02,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Crude,Percent (%),20.9,20.9,,,19.4,22.5,Race,Non-Hispanic White,C2,T10,NH064,Crude,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Female,C2,T10,NH061,Crude,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),75.8,75.8,,,72.1,79.1,Age,35+,C2,T12,NH501,Crude,BOC03,AGE07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),47.9,47.9,,,44.2,51.6,Gender,Female,C2,T10,NH303,Crude,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),11.3,11.3,,,8.1,15.7,Age,75+,C2,T10,NH301,Crude,BOC03,AGE08,59,
2011-2012,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),2.0,2.0,,,1.2,3.3,Race,Non-Hispanic Asian,C1,T6,NH005,AgeStdz,BOC04,RAC03,59,
2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),38.3,38.3,,,35.4,41.3,Gender,Male,C2,T9,NH024,AgeStdz,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),38.2,38.2,,,34.3,42.3,Race,Non-Hispanic Black,C2,T14,NH703,AgeStdz,BOC04,RAC02,59,
1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),2.9,2.9,,,2.5,3.5,Race,Non-Hispanic Black,C1,T6,NH005,Crude,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,18-24,C2,T11,NH070,Crude,BOC03,AGE01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3580.0,3580.0,,,3389.0,3772.0,Age,45-64,C2,T12,NH073,Crude,BOC03,AGE05,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),13.2,13.2,,,9.4,18.3,Age,20-24,C2,T21,NH103,Crude,BOC03,AGE02,59,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Female,C2,T10,NH060,Crude,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C1,T6,NH005,Crude,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T9,NH022,AgeStdz,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),77.6,77.6,,,70.2,83.6,Race,Other,C2,T15,NH803,Crude,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C2,T9,NH021,Crude,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),48.4,48.4,,,45.2,51.7,Gender,Female,C2,T9,NH203,AgeStdz,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),68.8,68.8,,,63.2,73.9,Race,Non-Hispanic White,C2,T11,NH403,Crude,BOC04,RAC01,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.6,23.6,,,21.1,26.2,Race,Non-Hispanic Black,C2,T13,NH603,AgeStdz,BOC04,RAC02,59,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,18-24,C2,T11,NH070,Crude,BOC03,AGE01,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),48.6,48.6,,,39.2,58.1,Race,Hispanic,C2,T9,NH022,AgeStdz,BOC04,RAC04,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),21.3,21.3,,,19.2,23.6,Age,35+,C2,T13,NH072,Crude,BOC03,AGE07,59,
2015-2016,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.9,4.9,,,4.0,5.9,Age,35+,C1,T4,NH003,Crude,BOC03,AGE07,59,
2001-2002,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),2.5,2.5,,,2.0,3.0,Race,Non-Hispanic White,C1,T6,NH005,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Black,C2,T21,NH101,AgeStdz,BOC04,RAC02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),24.1,24.1,,,22.4,26.0,Age,35+,C2,T9,NH024,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),29.4,29.4,,,27.0,32.0,Gender,Male,C2,T9,NH020,AgeStdz,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crude,Mean (mg/day),3619.0,3619.0,,,3543.0,3694.0,Race,Non-Hispanic White,C2,T12,NH073,Crude,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),43.6,43.6,,,39.6,47.6,Race,Non-Hispanic Black,C2,T13,NH071,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),78.4,78.4,,,76.2,80.4,Overall,Overall,C2,T12,NH501,Crude,BOC01,OVR01,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),42.7,42.7,,,40.3,45.1,Gender,Female,C2,T9,NH203,Crude,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Male,C2,T10,NH061,Crude,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T10,NH063,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Age-Standardized,Percent (%),5.1,5.1,,,3.3,7.9,Race,Other,C1,T5,NH002,AgeStdz,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),14.7,14.7,,,12.8,16.9,Gender,Female,C2,T10,NH301,AgeStdz,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),49.4,49.4,,,44.9,53.9,Age,45-64,C2,T10,NH061,Crude,BOC03,AGE05,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),74.6,74.6,,,73.0,76.3,Overall,Overall,C2,T10,NH066,Crude,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),28.1,28.1,,,23.5,33.2,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),66.5,66.5,,,57.2,74.7,Age,25-44,C2,T9,NH021,Crude,BOC03,AGE04,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),12.1,12.1,,,9.0,15.9,Race,Other,C2,T10,NH301,AgeStdz,BOC04,RAC07,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),31.8,31.8,,,29.1,34.6,Race,Hispanic,C2,T9,NH024,AgeStdz,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C1,T6,NH005,AgeStdz,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),3.8,3.8,,,3.0,4.7,Age,35+,C1,T6,NH005,Crude,BOC03,AGE07,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),25.0,25.0,,,21.4,29.0,Race,Non-Hispanic Asian,C2,T9,NH024,AgeStdz,BOC04,RAC03,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),47.0,47.0,,,44.3,49.7,Overall,Overall,C2,T14,NH701,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),81.0,81.0,,,77.6,84.0,Age,45-64,C2,T10,NH066,Crude,BOC03,AGE05,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),12.2,12.2,,,9.1,16.1,Race,Non-Hispanic Asian,C2,T10,NH301,Crude,BOC04,RAC03,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Black,C2,T12,NH503,Crude,BOC04,RAC02,59,
2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),29.7,29.7,,,25.4,34.4,Race,Non-Hispanic Asian,C2,T10,NH060,AgeStdz,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),30.3,30.3,,,28.2,32.6,Gender,Male,C2,T15,NH074,Crude,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),75.2,75.2,,,72.2,78.0,Race,Non-Hispanic White,C2,T10,NH066,Crude,BOC04,RAC01,59,
1999-2000,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),30.0,30.0,,,25.4,35.0,Race,Non-Hispanic White,C2,T9,NH023,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),12.3,12.3,,,9.6,15.5,Race,Non-Hispanic Black,C2,T10,NH301,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T15,NH074,AgeStdz,BOC04,RAC03,59,
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),2.9,2.9,,,2.0,4.1,Age,45-64,C1,T5,NH002,Crude,BOC03,AGE05,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),15.8,15.8,,,14.0,17.7,Race,Hispanic,C2,T9,NH201,AgeStdz,BOC04,RAC04,59,
